0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0
0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,109|0,109|0,109|0,0|0,35|8,35|8,35|8,35|8,35|8,35|8,0|0,0|0,0|0,0|0,0|0,0|0
0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,35|8,35|8,43|8,35|8,159|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,0|0,0|0,0|0,0|0
0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,35|8,159|3,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,0|0,0|0,0|0,0|0
0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,35|8,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,0|0,0|0,0|0,0|0
0|0,0|0,0|0,35|8,35|8,35|8,35|8,35|8,35|8,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,35|8,35|8,35|8,35|8
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,5|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,159|3,159|3,159|3,159|3,159|3,159|3,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,159|3,159|3,159|3,159|3
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,5|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,159|3,159|3,159|3,159|3,159|3,159|3,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,159|3,159|3,159|3,159|3
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,5|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,0|0,35|8,35|8,159|3,159|3,159|3,159|3,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,35|8,35|8,159|3,159|3
0|0,0|0,35|8,18|1,35|8,159|0,159|0,159|0,159|0,159|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,159|0,159|0
0|0,0|0,35|8,18|1,35|8,159|0,159|0,159|0,159|0,159|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,159|0,159|0
0|0,0|0,35|8,18|1,35|8,159|0,159|0,159|0,159|0,159|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,159|0,159|0
0|0,0|0,35|8,18|1,35|8,159|0,159|0,159|0,159|0,159|0,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,18|1,35|8,159|0,159|0
0|0,0|0,35|8,18|1,35|8,159|0,159|0,159|0,159|0,159|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,159|0,159|0
44|0,44|0,35|8,35|8,35|8,159|3,159|3,159|3,159|3,159|3,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,35|8,35|8,159|3,159|3
0|0,0|0,109|2,43|8,35|8,5|0,5|0,5|0,5|0,5|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,35|8,5|0,5|0
0|0,0|0,109|2,43|8,35|8,5|0,5|0,5|0,5|0,5|0,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,44|8,35|8,5|0,5|0
0|0,0|0,109|2,43|8,35|8,5|0,5|0,5|0,5|0,5|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,35|8,5|0,5|0
44|0,44|0,35|8,35|8,35|8,159|3,159|3,159|3,159|3,159|3,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,35|8,35|8,159|3,159|3
0|0,0|0,35|8,18|1,35|8,168|1,168|1,168|1,168|1,159|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,168|1,168|1
0|0,0|0,35|8,18|1,35|8,168|1,168|1,168|1,168|1,159|0,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,18|1,35|8,168|1,168|1
0|0,0|0,35|8,18|1,35|8,168|1,168|1,168|1,168|1,159|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,168|1,168|1
0|0,0|0,35|8,18|1,35|8,168|1,168|1,168|1,168|1,159|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,168|1,168|1
0|0,0|0,35|8,18|1,35|8,168|1,168|1,168|1,168|1,159|0,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,18|1,35|8,168|1,168|1
0|0,0|0,0|0,35|8,35|8,159|3,159|3,159|3,159|3,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,35|8,35|8,159|3,159|3
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,5|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,159|3,159|3,159|3,159|3,159|3,159|3,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,159|3,159|3,159|3,159|3
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,5|0,159|0,159|0,5|0,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
0|0,0|0,35|8,159|3,159|3,159|3,159|3,159|3,159|3,159|3,159|0,159|0,159|3,159|3,159|3,159|3,159|3,159|3,159|3,35|8,0|0,159|3,159|3,159|3,159|3
0|0,0|0,35|8,43|8,5|0,5|0,5|0,5|0,5|0,159|3,159|0,159|0,159|3,5|0,5|0,5|0,5|0,5|0,43|8,35|8,0|0,44|8,5|0,5|0,5|0
